"","From","To","age","sex","psi",".lower",".upper",".width",".point",".interval"
"24","BB","HI",1,1,0.000403700037783545,0.00031340900729063,0.000500732278537799,0.9,"mean","qi"
"25","BB","LINWR",0,0,0.00437913135161751,0.00327482798452136,0.0053801101054083,0.9,"mean","qi"
"26","BB","LINWR",0,1,0.0077635614434803,0.00589910501910512,0.00959649018629312,0.9,"mean","qi"
"27","BB","LINWR",1,0,0.00661553840800624,0.00549247802021189,0.0077388734120252,0.9,"mean","qi"
"28","BB","LINWR",1,1,0.0114702411424167,0.0104246387925509,0.0126580345621812,0.9,"mean","qi"
"29","BB","LL",0,0,2.58161166912985e-05,1.74600971491003e-05,3.69179014241742e-05,0.9,"mean","qi"
"30","BB","LL",0,1,4.57666005288718e-05,3.11190543588548e-05,6.72753082225389e-05,0.9,"mean","qi"
"31","BB","LL",1,0,3.91501351797244e-05,2.62678569111374e-05,5.49214466707214e-05,0.9,"mean","qi"
"32","BB","LL",1,1,6.7909365726414e-05,4.76607738682496e-05,9.32040758264675e-05,0.9,"mean","qi"
"33","BB","M",0,0,6.86017414323252e-05,4.88448865279724e-05,9.35688802661426e-05,0.9,"mean","qi"
"34","BB","M",0,1,0.000121592377654723,8.52889635089518e-05,0.000167351556623416,0.9,"mean","qi"
"35","BB","M",1,0,0.000104014574691134,7.33735352767234e-05,0.00014043636166943,0.9,"mean","qi"
"36","BB","M",1,1,0.000180380295689077,0.000133811063944485,0.00023580968496156,0.9,"mean","qi"
"37","BB","P",0,0,0.00994587497513672,0.00701049647231828,0.0127103327496656,0.9,"mean","qi"
"38","BB","P",0,1,0.0176397740384512,0.0128552930093062,0.0228356780480802,0.9,"mean","qi"
"39","BB","P",1,0,0.0150031062768664,0.0118138331562136,0.0181282041309557,0.9,"mean","qi"
"40","BB","P",1,1,0.0260187284641032,0.0219975084150592,0.0304137568069909,0.9,"mean","qi"
"41","BB","RLNWR_N",0,0,0.0125285097853619,0.00945236449349683,0.0156899441088494,0.9,"mean","qi"
"42","BB","RLNWR_N",0,1,0.0222025273715408,0.0170387679707062,0.0287122519118868,0.9,"mean","qi"
"43","BB","RLNWR_N",1,0,0.0189309581060465,0.0153829290054644,0.0225305497833014,0.9,"mean","qi"
"44","BB","RLNWR_N",1,1,0.0328127549739286,0.0285887752137023,0.0373824363735202,0.9,"mean","qi"
"45","BB","RLNWR_S",0,0,0.0168222035847276,0.0125249002793094,0.02100893455548,0.9,"mean","qi"
"46","BB","RLNWR_S",0,1,0.0298154692989709,0.0229521196378885,0.037508718043127,0.9,"mean","qi"
"47","BB","RLNWR_S",1,0,0.025401933857185,0.0206546427545171,0.0300347312568455,0.9,"mean","qi"
"48","BB","RLNWR_S",1,1,0.0440309740794013,0.0388498949358212,0.0495003664400343,0.9,"mean","qi"
"49","BB","WL",0,0,0.000306077200454685,0.000226282761720608,0.000399470289551913,0.9,"mean","qi"
"50","BB","WL",0,1,0.000542587853350825,0.000406641272445288,0.00070901347133979,0.9,"mean","qi"
"51","BB","WL",1,0,0.000463414045105767,0.000353519015720437,0.000582239072536197,0.9,"mean","qi"
"52","BB","WL",1,1,0.000803619515344174,0.000654320664651877,0.000962489668077828,0.9,"mean","qi"
"53","LINWR","BB",0,0,0.00431406266157085,0.00315999657200743,0.00537505534068299,0.9,"mean","qi"
"54","LINWR","BB",0,1,0.00780035939176298,0.00583917381302838,0.00982822538200753,0.9,"mean","qi"
"55","LINWR","BB",1,0,0.0065957735879822,0.00540237018576137,0.00788345962432594,0.9,"mean","qi"
"56","LINWR","BB",1,1,0.0117559920515824,0.0105871861270922,0.0131300746427887,0.9,"mean","qi"
"57","LINWR","BLNWR",0,0,2.87933544715364e-05,1.38891425863612e-05,5.17254463814114e-05,0.9,"mean","qi"
"58","LINWR","BLNWR",0,1,5.19941896104124e-05,2.48884303483484e-05,9.13757357187715e-05,0.9,"mean","qi"
"59","LINWR","BLNWR",1,0,4.44499957859644e-05,2.19157670760874e-05,8.09876966378699e-05,0.9,"mean","qi"
"60","LINWR","BLNWR",1,1,7.92297792551025e-05,4.07460702447167e-05,0.000143453428144163,0.9,"mean","qi"
"61","LINWR","BS",0,0,2.94072041006508e-05,1.99186970696649e-05,4.2242718329193e-05,0.9,"mean","qi"
"62","LINWR","BS",0,1,5.31365428383876e-05,3.61948150863101e-05,7.72716101026195e-05,0.9,"mean","qi"
"63","LINWR","BS",1,0,4.51407979163252e-05,3.04814717885247e-05,6.2283091936406e-05,0.9,"mean","qi"
"64","LINWR","BS",1,1,8.04501026321473e-05,5.74748996104897e-05,0.000110142640297402,0.9,"mean","qi"
"65","LINWR","CNWR",0,0,9.92391751598776e-05,7.11518845028274e-05,0.000133672867791315,0.9,"mean","qi"
"66","LINWR","CNWR",0,1,0.000179307836480047,0.00012762402688883,0.000243649399865713,0.9,"mean","qi"
"67","LINWR","CNWR",1,0,0.000152266992732598,0.000109456737243471,0.000199757623840323,0.9,"mean","qi"
"68","LINWR","CNWR",1,1,0.000271335421773513,0.000207258941398627,0.000346040906725414,0.9,"mean","qi"
"69","LINWR","HB",0,0,4.94719516707046e-05,3.44881940493921e-05,6.88204568552977e-05,0.9,"mean","qi"
"70","LINWR","HB",0,1,8.93749168880455e-05,6.15023952907983e-05,0.000125777597604934,0.9,"mean","qi"
"71","LINWR","HB",1,0,7.59552582476179e-05,5.24438298664645e-05,0.000104228920730051,0.9,"mean","qi"
"72","LINWR","HB",1,1,0.000135345163823986,9.9104583662327e-05,0.000180646059567598,0.9,"mean","qi"
"73","LINWR","HI",0,0,0.000223574264640691,0.000160551461240212,0.000293616693066235,0.9,"mean","qi"
"74","LINWR","HI",0,1,0.000404109155667119,0.000297493439650782,0.000538415005649723,0.9,"mean","qi"
"75","LINWR","HI",1,0,0.000342630588796607,0.000256974390206789,0.000441396408552332,0.9,"mean","qi"
"76","LINWR","HI",1,1,0.000610671119625437,0.00048707755716182,0.000740837461605986,0.9,"mean","qi"
"77","LINWR","LINWR",0,0,0.979202964934167,0.974372832959345,0.984307861318717,0.9,"mean","qi"
"78","LINWR","LINWR",0,1,0.962408295641388,0.953134452768973,0.971641484162933,0.9,"mean","qi"
"79","LINWR","LINWR",1,0,0.968177801298353,0.962590178996743,0.97350441145197,0.9,"mean","qi"
"80","LINWR","LINWR",1,1,0.943292083154002,0.938336478115062,0.947799930157173,0.9,"mean","qi"
"81","LINWR","LL",0,0,0.000193325751891566,0.000138524281467829,0.000255157471767907,0.9,"mean","qi"
"82","LINWR","LL",0,1,0.000349430221539491,0.000255652091448536,0.000466455051039316,0.9,"mean","qi"
"83","LINWR","LL",1,0,0.00029630504902333,0.000220290170540698,0.000385188064967136,0.9,"mean","qi"
"84","LINWR","LL",1,1,0.000528105802655307,0.000418104368188613,0.00064412667654934,0.9,"mean","qi"
"85","LINWR","M",0,0,0.000122901203777913,8.89917140191019e-05,0.000164338964883123,0.9,"mean","qi"
"86","LINWR","M",0,1,0.000222062747315372,0.00015911936641792,0.000299313400015336,0.9,"mean","qi"
"87","LINWR","M",1,0,0.00018855043366625,0.000137043233787423,0.000245154511339502,0.9,"mean","qi"
"88","LINWR","M",1,1,0.000335987984379771,0.000260354259200435,0.000423808925541242,0.9,"mean","qi"
"89","LINWR","P",0,0,0.00236308533569545,0.00169566168583646,0.00298702155948354,0.9,"mean","qi"
"90","LINWR","P",0,1,0.00427321318844235,0.00317617679021879,0.00543113208990239,0.9,"mean","qi"
"91","LINWR","P",1,0,0.00361352673582347,0.00290077196821641,0.00435355032250575,0.9,"mean","qi"
"92","LINWR","P",1,1,0.0064413161538754,0.00558827629533184,0.00738888284874485,0.9,"mean","qi"
"93","LINWR","RLNWR_N",0,0,0.00358325662139608,0.00272291149082455,0.00447890924048534,0.9,"mean","qi"
"94","LINWR","RLNWR_N",0,1,0.00647447488986376,0.00490374935197323,0.00812062733616938,0.9,"mean","qi"
"95","LINWR","RLNWR_N",1,0,0.00548856221272366,0.0044395011965815,0.00661554586388603,0.9,"mean","qi"
"96","LINWR","RLNWR_N",1,1,0.00977864297742293,0.00843076228548487,0.0110287533064335,0.9,"mean","qi"
"97","LINWR","RLNWR_S",0,0,0.00759347197430562,0.00573811255961771,0.00943144047605091,0.9,"mean","qi"
"98","LINWR","RLNWR_S",0,1,0.0137235945940381,0.0105811383506409,0.0175486677891829,0.9,"mean","qi"
"99","LINWR","RLNWR_S",1,0,0.0116181879008582,0.00948734223557449,0.0137910149617392,0.9,"mean","qi"
"100","LINWR","RLNWR_S",1,1,0.0207011651421869,0.0187392944789491,0.0227462994868131,0.9,"mean","qi"
"101","LINWR","WL",0,0,0.00219644556715236,0.00163282890727788,0.00268814811330385,0.9,"mean","qi"
"102","LINWR","WL",0,1,0.00397064668416575,0.00298947401034502,0.00492920950585952,0.9,"mean","qi"
"103","LINWR","WL",1,0,0.0033608491480907,0.00277742327453894,0.00399301994905991,0.9,"mean","qi"
"104","LINWR","WL",1,1,0.00598967514678522,0.00539182186240307,0.00661153558224368,0.9,"mean","qi"
"105","BS","BB",0,0,2.07018604583145e-05,1.39511619868273e-05,3.00231764871465e-05,0.9,"mean","qi"
"106","BS","BB",0,1,3.78175521109557e-05,2.51839986230532e-05,5.64590393474658e-05,0.9,"mean","qi"
"107","BS","BB",1,0,3.2020154751109e-05,2.10251423976935e-05,4.55902531910851e-05,0.9,"mean","qi"
"108","BS","BB",1,1,5.79766847298715e-05,4.01488399850584e-05,8.07056254423258e-05,0.9,"mean","qi"
"109","BS","BLNWR",0,0,9.49767764047096e-08,3.40674183129934e-08,2.01435236399584e-07,0.9,"mean","qi"
"110","BS","BLNWR",0,1,1.7324519984721e-07,6.05712357364666e-08,3.96860945164926e-07,0.9,"mean","qi"
"111","BS","BLNWR",1,0,1.4840685224085e-07,5.17973391389667e-08,3.25698816117703e-07,0.9,"mean","qi"
"112","BS","BLNWR",1,1,2.68795034730015e-07,9.68963095414475e-08,6.19370850173342e-07,0.9,"mean","qi"
"113","BS","BS",0,0,0.991697003977516,0.989636292736073,0.993839439703523,0.9,"mean","qi"
"114","BS","BS",0,1,0.98482146443699,0.980922827312724,0.988683276640251,0.9,"mean","qi"
"115","BS","BS",1,0,0.987212650417597,0.98492869533029,0.989633200701954,0.9,"mean","qi"
"116","BS","BS",1,1,0.976846334432506,0.97388467747627,0.979471981453704,0.9,"mean","qi"
"117","BS","CNWR",0,0,2.88083481915998e-06,1.76069694478081e-06,4.62701966683676e-06,0.9,"mean","qi"
"118","BS","CNWR",0,1,5.26015999116866e-06,3.12385201581446e-06,8.2263754442956e-06,0.9,"mean","qi"
"119","BS","CNWR",1,0,4.46432977271667e-06,2.61565063768221e-06,7.0360154650156e-06,0.9,"mean","qi"
"120","BS","CNWR",1,1,8.0824196022891e-06,4.97790379039686e-06,1.26484470560297e-05,0.9,"mean","qi"
"121","BS","HB",0,0,0.000102842370595048,7.37166848528128e-05,0.000139485716482066,0.9,"mean","qi"
"122","BS","HB",0,1,0.000187881634006678,0.000131114005428663,0.000255868192830574,0.9,"mean","qi"
"123","BS","HB",1,0,0.000158924523082004,0.000114252113800149,0.000211080358218424,0.9,"mean","qi"
"124","BS","HB",1,1,0.000287725102644061,0.000218402354189991,0.000369825465430374,0.9,"mean","qi"
"125","BS","HI",0,0,0.00219357299663403,0.00160534794803628,0.00275580955053502,0.9,"mean","qi"
"126","BS","HI",0,1,0.00401054288891602,0.0029675241078598,0.00516030439377848,0.9,"mean","qi"
"127","BS","HI",1,0,0.00337862117203938,0.00271873769390724,0.00403186179912887,0.9,"mean","qi"
"128","BS","HI",1,1,0.00611829045616464,0.00527153826602649,0.00705729576705592,0.9,"mean","qi"
"129","BS","LINWR",0,0,3.15436506467643e-05,2.1793560585601e-05,4.47041254431467e-05,0.9,"mean","qi"
"130","BS","LINWR",0,1,5.76158375565376e-05,3.85756819863279e-05,8.16968089867604e-05,0.9,"mean","qi"
"131","BS","LINWR",1,0,4.87935913947936e-05,3.21335714172015e-05,6.83504834295051e-05,0.9,"mean","qi"
"132","BS","LINWR",1,1,8.833724057441e-05,6.25647294507587e-05,0.000120388095508595,0.9,"mean","qi"
"133","BS","LL",0,0,1.47011095934721e-05,9.81750367217894e-06,2.16190540765132e-05,0.9,"mean","qi"
"134","BS","LL",0,1,2.68570904553823e-05,1.76484561407508e-05,4.08451199919047e-05,0.9,"mean","qi"
"135","BS","LL",1,0,2.27395689653746e-05,1.46295411840185e-05,3.29737255186156e-05,0.9,"mean","qi"
"136","BS","LL",1,1,4.11757681543508e-05,2.79668136568788e-05,5.80874839060551e-05,0.9,"mean","qi"
"137","BS","M",0,0,0.00579504323538747,0.00423814478121856,0.00731318179085971,0.9,"mean","qi"
"138","BS","M",0,1,0.010593782973169,0.00791845478476678,0.0133311485929337,0.9,"mean","qi"
"139","BS","M",1,0,0.00892244963517902,0.00725826831602023,0.0105196126350905,0.9,"mean","qi"
"140","BS","M",1,1,0.0161550389555698,0.0143428339946235,0.0181706873363505,0.9,"mean","qi"
"141","BS","P",0,0,1.84211284211694e-05,1.22855671577115e-05,2.68676172113591e-05,0.9,"mean","qi"
"142","BS","P",0,1,3.36575611224436e-05,2.2385704137539e-05,5.03864661572371e-05,0.9,"mean","qi"
"143","BS","P",1,0,2.84831132212844e-05,1.86117353605789e-05,4.109888265828e-05,0.9,"mean","qi"
"144","BS","P",1,1,5.15792229707804e-05,3.53220900417639e-05,7.27370396490963e-05,0.9,"mean","qi"
"145","BS","RLNWR_N",0,0,5.07930835565285e-05,3.48923207190059e-05,7.18845004859471e-05,0.9,"mean","qi"
"146","BS","RLNWR_N",0,1,9.27359999018173e-05,6.0043066348105e-05,0.000129988043505145,0.9,"mean","qi"
"147","BS","RLNWR_N",1,0,7.86555209425166e-05,5.3054321162698e-05,0.000110802797067537,0.9,"mean","qi"
"148","BS","RLNWR_N",1,1,0.000142365607518143,0.000100761675044563,0.000196090126562018,0.9,"mean","qi"
"149","BS","RLNWR_S",0,0,6.1981326951667e-05,4.40447196437702e-05,8.56325587956844e-05,0.9,"mean","qi"
"150","BS","RLNWR_S",0,1,0.000113180719396965,7.61831503922291e-05,0.00015585954704049,0.9,"mean","qi"
"151","BS","RLNWR_S",1,0,9.59210073983271e-05,6.68455505401268e-05,0.000132917527935861,0.9,"mean","qi"
"152","BS","RLNWR_S",1,1,0.000173624425805531,0.000126514700061901,0.000233863033545889,0.9,"mean","qi"
"153","BS","WL",0,0,1.04194486435703e-05,6.78929305045392e-06,1.5623470425785e-05,0.9,"mean","qi"
"154","BS","WL",0,1,1.90299011834312e-05,1.22443888632999e-05,2.83057141223394e-05,0.9,"mean","qi"
"155","BS","WL",1,0,1.61285588046904e-05,1.01468004275251e-05,2.37997229517738e-05,0.9,"mean","qi"
"156","BS","WL",1,1,2.92008887249998e-05,1.91766332789929e-05,4.23694736580632e-05,0.9,"mean","qi"
"157","HI","BB",0,0,0.000162192245534033,0.000117110791895042,0.000218340819848772,0.9,"mean","qi"
"158","HI","BB",0,1,0.000295575602404202,0.00021379303574389,0.000393091966278424,0.9,"mean","qi"
"159","HI","BB",1,0,0.000250005323316571,0.000184526793594719,0.000324357373018584,0.9,"mean","qi"
"160","HI","BB",1,1,0.000450875000698703,0.000349425159499517,0.000559604593905447,0.9,"mean","qi"
"161","HI","BLNWR",0,0,5.27008836767628e-07,2.0867818922703e-07,1.05707875205598e-06,0.9,"mean","qi"
"162","HI","BLNWR",0,1,9.59022753445806e-07,3.82487194590841e-07,2.04143254947178e-06,0.9,"mean","qi"
"163","HI","BLNWR",1,0,8.20915356130144e-07,3.2261976879368e-07,1.62074680557028e-06,0.9,"mean","qi"
"164","HI","BLNWR",1,1,1.4809477913258e-06,6.11461335428234e-07,3.13797774536492e-06,0.9,"mean","qi"
"165","HI","BS",0,0,0.00219000836116609,0.00160445180827958,0.00274959822358605,0.9,"mean","qi"
"166","HI","BS",0,1,0.00399300039446579,0.00296036252467651,0.00511881932169767,0.9,"mean","qi"
"167","HI","BS",1,0,0.00336735809379021,0.00271489999574927,0.00400898055815363,0.9,"mean","qi"
"168","HI","BS",1,1,0.00607357822952454,0.00524308578673471,0.00699961959391904,0.9,"mean","qi"
"169","HI","CNWR",0,0,9.88916520215677e-06,6.48000861812146e-06,1.48322339384764e-05,0.9,"mean","qi"
"170","HI","CNWR",0,1,1.80113126875642e-05,1.15297595922965e-05,2.65097071023848e-05,0.9,"mean","qi"
"171","HI","CNWR",1,0,1.52834826327699e-05,9.60633245833533e-06,2.26592047176696e-05,0.9,"mean","qi"
"172","HI","CNWR",1,1,2.75598623275955e-05,1.81883135177881e-05,4.02707269946315e-05,0.9,"mean","qi"
"173","HI","HB",0,0,0.00013802361102937,0.000100391814085857,0.000184927784776988,0.9,"mean","qi"
"174","HI","HB",0,1,0.000251478303620611,0.00017742510417334,0.000335833213374177,0.9,"mean","qi"
"175","HI","HB",1,0,0.00021286659935859,0.000154887530523925,0.000277778174021558,0.9,"mean","qi"
"176","HI","HB",1,1,0.000383852329083038,0.000295601439424488,0.000483862085295247,0.9,"mean","qi"
"177","HI","HI",0,0,0.988496108333896,0.985654429898546,0.991402029669257,0.9,"mean","qi"
"178","HI","HI",0,1,0.979028590976782,0.973859025253063,0.984329812948018,0.9,"mean","qi"
"179","HI","HI",1,0,0.982311770492828,0.97909979332155,0.985544913657536,0.9,"mean","qi"
"180","HI","HI",1,1,0.968100650976294,0.964148261688494,0.971627046485957,0.9,"mean","qi"
"181","HI","LINWR",0,0,0.000239488681043928,0.000176844090187673,0.000315950349342982,0.9,"mean","qi"
"182","HI","LINWR",0,1,0.00043638283749609,0.000313639389925343,0.000578529505549151,0.9,"mean","qi"
"183","HI","LINWR",1,0,0.00036917747413052,0.000276727560522725,0.000469048904972713,0.9,"mean","qi"
"184","HI","LINWR",1,1,0.000665724566040868,0.00052991958058981,0.000808121052888248,0.9,"mean","qi"
"185","HI","LL",0,0,4.60067554648434e-05,3.17186449869637e-05,6.44659647031639e-05,0.9,"mean","qi"
"186","HI","LL",0,1,8.3834661496511e-05,5.82971842717723e-05,0.000118256645779451,0.9,"mean","qi"
"187","HI","LL",1,0,7.0974027629691e-05,4.98677931475158e-05,9.88188453284144e-05,0.9,"mean","qi"
"188","HI","LL",1,1,0.000128005837268498,9.24634034644262e-05,0.000170239993586404,0.9,"mean","qi"
"189","HI","M",0,0,0.00766237684939744,0.00554412328572288,0.00963885822409709,0.9,"mean","qi"
"190","HI","M",0,1,0.0139695758997286,0.0104315197845254,0.0177509457669347,0.9,"mean","qi"
"191","HI","M",1,0,0.0117739791798433,0.00952477286092172,0.0139215678344563,0.9,"mean","qi"
"192","HI","M",1,1,0.0212333870008418,0.0186849148637853,0.0239429657264935,0.9,"mean","qi"
"193","HI","P",0,0,0.000141218484290719,9.93414729781274e-05,0.000192072838165973,0.9,"mean","qi"
"194","HI","P",0,1,0.000257400739143664,0.0001859447266394,0.000345853260831673,0.9,"mean","qi"
"195","HI","P",1,0,0.000217613817570135,0.000161088560911892,0.000285414030366809,0.9,"mean","qi"
"196","HI","P",1,1,0.000392509132057668,0.000300583926789864,0.000494201795418568,0.9,"mean","qi"
"197","HI","RLNWR_N",0,0,0.000377007321439773,0.000278607272320379,0.000489865484065799,0.9,"mean","qi"
"198","HI","RLNWR_N",0,1,0.000686667183921623,0.000482177184785651,0.000891071996939393,0.9,"mean","qi"
"199","HI","RLNWR_N",1,0,0.000581754521226625,0.000432124025997853,0.000742959996766049,0.9,"mean","qi"
"200","HI","RLNWR_N",1,1,0.00104880373929812,0.00083104980765381,0.00130942726185508,0.9,"mean","qi"
"201","HI","RLNWR_S",0,0,0.000475980394933893,0.000358328495154395,0.000610659631194562,0.9,"mean","qi"
"202","HI","RLNWR_S",0,1,0.000867071174227292,0.00062013233906599,0.00109825854102878,0.9,"mean","qi"
"203","HI","RLNWR_S",1,0,0.000734005523654342,0.000564206362846329,0.00091994739631423,0.9,"mean","qi"
"204","HI","RLNWR_S",1,1,0.00132335549252954,0.00108505868744783,0.00159215251810973,0.9,"mean","qi"
"205","HI","WL",0,0,6.11727877645379e-05,4.29729189573418e-05,8.47988701657642e-05,0.9,"mean","qi"
"206","HI","WL",0,1,0.000111451891272646,7.74159663873031e-05,0.000156113911107862,0.9,"mean","qi"
"207","HI","WL",1,0,9.43905486630766e-05,6.53494807057079e-05,0.000128864975825523,0.9,"mean","qi"
"208","HI","WL",1,1,0.00017021688624389,0.000125922565681532,0.000224521327127029,0.9,"mean","qi"
"209","M","BB",0,0,6.82337956954802e-05,4.80217745131622e-05,9.34610215973929e-05,0.9,"mean","qi"
"210","M","BB",0,1,0.000124042641720036,8.67499680758128e-05,0.000171582343576523,0.9,"mean","qi"
"211","M","BB",1,0,0.000105103028867364,7.2952408448738e-05,0.000140417454014893,0.9,"mean","qi"
"212","M","BB",1,1,0.0001889539214586,0.000141623657147939,0.000245729023420872,0.9,"mean","qi"
"213","M","BLNWR",0,0,3.86768409055052e-07,1.47787214670726e-07,7.95885913774424e-07,0.9,"mean","qi"
"214","M","BLNWR",0,1,7.02292316723837e-07,2.66688579672424e-07,1.52998407958051e-06,0.9,"mean","qi"
"215","M","BLNWR",1,0,6.01734529659756e-07,2.27167278268449e-07,1.20672008121965e-06,0.9,"mean","qi"
"216","M","BLNWR",1,1,1.08239334251045e-06,4.296100933307e-07,2.37872955958548e-06,0.9,"mean","qi"
"217","M","BS",0,0,0.00545070403964001,0.00395132364226322,0.00689323842556825,0.9,"mean","qi"
"218","M","BS",0,1,0.00991623341391933,0.00732689965941928,0.0126904608469185,0.9,"mean","qi"
"219","M","BS",1,0,0.00836259359892547,0.00672660980055272,0.010010567430342,0.9,"mean","qi"
"220","M","BS",1,1,0.0150359073073052,0.0133367759356382,0.0169465137600001,0.9,"mean","qi"
"221","M","CNWR",0,0,1.02507621658147e-05,6.67681167065088e-06,1.5703448949438e-05,0.9,"mean","qi"
"222","M","CNWR",0,1,1.86269883828723e-05,1.19829336593108e-05,2.77319012305297e-05,0.9,"mean","qi"
"223","M","CNWR",1,0,1.58189238767664e-05,1.00030361421389e-05,2.34484163011302e-05,0.9,"mean","qi"
"224","M","CNWR",1,1,2.84367739006067e-05,1.87885378736239e-05,4.17546443273108e-05,0.9,"mean","qi"
"225","M","HB",0,0,0.000313094089563449,0.000228997720779121,0.000406310673762398,0.9,"mean","qi"
"226","M","HB",0,1,0.000569210012212122,0.000417085021592196,0.000741418925959723,0.9,"mean","qi"
"227","M","HB",1,0,0.000481854269627831,0.000368093689115553,0.000605020249998116,0.9,"mean","qi"
"228","M","HB",1,1,0.000866204771261758,0.000708360974384394,0.00103911573780739,0.9,"mean","qi"
"229","M","HI",0,0,0.00721848312224319,0.00519038780609573,0.00917309194254706,0.9,"mean","qi"
"230","M","HI",0,1,0.0131329406374596,0.00963110188250916,0.0168024717678535,0.9,"mean","qi"
"231","M","HI",1,0,0.0110717057588275,0.00889253728384981,0.0132178680039202,0.9,"mean","qi"
"232","M","HI",1,1,0.0199071031128998,0.017516017438971,0.022617676210124,0.9,"mean","qi"
"233","M","LINWR",0,0,0.00012408752449071,8.98348250372878e-05,0.000166014245087193,0.9,"mean","qi"
"234","M","LINWR",0,1,0.000225561186668785,0.000161230366833844,0.000304321943230753,0.9,"mean","qi"
"235","M","LINWR",1,0,0.000191122901351405,0.000138930410786596,0.000249168459685888,0.9,"mean","qi"
"236","M","LINWR",1,1,0.000343568509239821,0.000266259217269132,0.000434096307881932,0.9,"mean","qi"
"237","M","LL",0,0,5.03688997292449e-05,3.4888175676332e-05,6.98181166322076e-05,0.9,"mean","qi"
"238","M","LL",0,1,9.15709532498346e-05,6.33608134487801e-05,0.000129998417384208,0.9,"mean","qi"
"239","M","LL",1,0,7.75863087400715e-05,5.42684789175715e-05,0.000104889342465676,0.9,"mean","qi"
"240","M","LL",1,1,0.000139492544101605,0.000102514227341294,0.000184344328489772,0.9,"mean","qi"
"241","M","M",0,0,0.986321875036549,0.982801765092814,0.990032587160137,0.9,"mean","qi"
"242","M","M",0,1,0.975116907856539,0.968299790780257,0.981510506610995,0.9,"mean","qi"
"243","M","M",1,0,0.97901151962302,0.974793822909063,0.983030557125955,0.9,"mean","qi"
"244","M","M",1,1,0.962263212573668,0.957557895117555,0.966287137636554,0.9,"mean","qi"
"245","M","P",0,0,5.74294402761384e-05,3.9526655237343e-05,7.99144492044948e-05,0.9,"mean","qi"
"246","M","P",0,1,0.000104418281847944,7.30029835848384e-05,0.000147137369825406,0.9,"mean","qi"
"247","M","P",1,0,8.84359535637193e-05,6.21210781954457e-05,0.000119029152231919,0.9,"mean","qi"
"248","M","P",1,1,0.000159007817281142,0.000116531075869251,0.000207610522267752,0.9,"mean","qi"
"249","M","RLNWR_N",0,0,0.000149305980656089,0.000107675525278511,0.000202600153359251,0.9,"mean","qi"
"250","M","RLNWR_N",0,1,0.000271292259436693,0.00018177693248529,0.000368909598031296,0.9,"mean","qi"
"251","M","RLNWR_N",1,0,0.000230267179879783,0.000164913452137076,0.000311810382560644,0.9,"mean","qi"
"252","M","RLNWR_N",1,1,0.000413862388428169,0.000309769208961297,0.00054541990944332,0.9,"mean","qi"
"253","M","RLNWR_S",0,0,0.000192497154924228,0.00014046271183013,0.000253865288121305,0.9,"mean","qi"
"254","M","RLNWR_S",0,1,0.000349821053624833,0.000241068693605368,0.000467338528991945,0.9,"mean","qi"
"255","M","RLNWR_S",1,0,0.000296680097520603,0.000216637812058825,0.000393801336230607,0.9,"mean","qi"
"256","M","RLNWR_S",1,1,0.000533242421581842,0.00041594696263399,0.000679924067994844,0.9,"mean","qi"
"257","M","WL",0,0,4.32833856572477e-05,2.95471059108016e-05,6.05340319922409e-05,0.9,"mean","qi"
"258","M","WL",0,1,7.86724226225728e-05,5.38613492485462e-05,0.000112025807557891,0.9,"mean","qi"
"259","M","WL",1,0,6.67106212695056e-05,4.56882164630453e-05,9.17034967055622e-05,0.9,"mean","qi"
"260","M","WL",1,1,0.0001199254655309,8.66409084113607e-05,0.000160527754010083,0.9,"mean","qi"
"261","WL","BB",0,0,0.000311944320326975,0.000226902884553062,0.000407161530352786,0.9,"mean","qi"
"262","WL","BB",0,1,0.000571045745968397,0.000423313990812243,0.000753536818064512,0.9,"mean","qi"
"263","WL","BB",1,0,0.000481901654547622,0.000365175182452263,0.000605287041887627,0.9,"mean","qi"
"264","WL","BB",1,1,0.000874772259016076,0.000706710184724293,0.00103566923247947,0.9,"mean","qi"
"265","WL","BLNWR",0,0,0.000260260914332586,0.000138812078202322,0.0004187565809125,0.9,"mean","qi"
"266","WL","BLNWR",0,1,0.000476077263734609,0.000243363166293278,0.000768123889255948,0.9,"mean","qi"
